title,author,date,views,likes,link,categoria
How we're using AI to discover new antibiotics,Jim Collins,April 2020,1900000,58000,https://ted.com/talks/jim_collins_how_we_re_using_ai_to_discover_new_antibiotics,medios
"The injustice of ""policing for profit"" — and how to end it",Dick M. Carpenter II,June 2019,2000000,60000,https://ted.com/talks/dick_m_carpenter_ii_the_injustice_of_policing_for_profit_and_how_to_end_it,medios
The dark history of IQ tests,Stefan C. Dombrowski,April 2020,1800000,55000,https://ted.com/talks/stefan_c_dombrowski_the_dark_history_of_iq_tests,medios
"Crisis support for the world, one text away",Nancy Lublin,April 2020,1000000,30000,https://ted.com/talks/nancy_lublin_crisis_support_for_the_world_one_text_away,medios
What happens if you cut down all of a city's trees?,Stefan Al,April 2020,1600000,50000,https://ted.com/talks/stefan_al_what_happens_if_you_cut_down_all_of_a_city_s_trees,medios
What's missing from the American immigrant narrative,Elizabeth Camarillo Gutierrez,February 2020,2000000,60000,https://ted.com/talks/elizabeth_camarillo_gutierrez_what_s_missing_from_the_american_immigrant_narrative,medios
An evolutionary perspective on human health and disease,Lara Durgavich,March 2019,2000000,62000,https://ted.com/talks/lara_durgavich_an_evolutionary_perspective_on_human_health_and_disease,medios
How the coronavirus pandemic is changing the world,Fareed Zakaria,April 2020,1000000,30000,https://ted.com/talks/fareed_zakaria_how_the_coronavirus_pandemic_is_changing_the_world,medios
A history of Indigenous languages — and how to revitalize them,Lindsay Morcom,February 2019,2000000,61000,https://ted.com/talks/lindsay_morcom_a_history_of_indigenous_languages_and_how_to_revitalize_them,medios
How the Monkey King escaped the underworld,Shunan Teng,April 2020,1500000,45000,https://ted.com/talks/shunan_teng_how_the_monkey_king_escaped_the_underworld,medios
The art forger who tricked the Nazis,Noah Charney,April 2020,1500000,45000,https://ted.com/talks/noah_charney_the_art_forger_who_tricked_the_nazis,medios
The intangible effects of walls,Alexandra Auer,February 2019,2100000,63000,https://ted.com/talks/alexandra_auer_the_intangible_effects_of_walls_apr_2020,medios
What it's really like to have autism,Ethan Lisi,February 2020,1900000,58000,https://ted.com/talks/ethan_lisi_what_it_s_really_like_to_have_autism,medios
How you can help save the monarch butterfly — and the planet,Mary Ellen Hannibal,December 2019,1100000,33000,https://ted.com/talks/mary_ellen_hannibal_how_you_can_help_save_the_monarch_butterfly_and_the_planet,medios
History vs. Sigmund Freud,Todd Dufresne,March 2020,1500000,47000,https://ted.com/talks/todd_dufresne_history_vs_sigmund_freud,medios
How forgiveness can create a more just legal system,Martha Minow,December 2019,1900000,59000,https://ted.com/talks/martha_minow_how_forgiveness_can_create_a_more_just_legal_system,medios
Indigenous knowledge meets science to take on climate change,Hindou Oumarou Ibrahim,December 2019,1200000,37000,https://ted.com/talks/hindou_oumarou_ibrahim_indigenous_knowledge_meets_science_to_take_on_climate_change,medios
"Simple, effective tech to connect communities in crisis",Johanna Figueira,February 2020,2000000,60000,https://ted.com/talks/johanna_figueira_simple_effective_tech_to_connect_communities_in_crisis,medios
"The weird history of the ""sex chromosomes""",Molly Webster,November 2019,1500000,47000,https://ted.com/talks/molly_webster_the_weird_history_of_the_sex_chromosomes,medios
The imaginary king who changed the real world,Matteo Salvadore,March 2020,1100000,35000,https://ted.com/talks/matteo_salvadore_the_imaginary_king_who_changed_the_real_world,medios
How repaying loans with social service transforms communities,Angie Murimirwa,December 2019,1800000,55000,https://ted.com/talks/angie_murimirwa_how_repaying_loans_with_social_service_transforms_communities,medios
"Without farmers, you'd be hungry, naked and sober",Eric Sannerud,October 2018,2100000,63000,https://ted.com/talks/eric_sannerud_without_farmers_you_d_be_hungry_naked_and_sober_apr_2020,medios
A fascinating time capsule of human feelings toward AI,Lucy Farey-Jones,April 2019,1900000,59000,https://ted.com/talks/lucy_farey_jones_a_fascinating_time_capsule_of_human_feelings_toward_ai,medios
How can we control the coronavirus pandemic?,Adam Kucharski,March 2020,1000000,30000,https://ted.com/talks/adam_kucharski_how_can_we_control_the_coronavirus_pandemic,medios
How can we solve the antibiotic resistance crisis?,Gerry Wright,March 2020,919000,27000,https://ted.com/talks/gerry_wright_how_can_we_solve_the_antibiotic_resistance_crisis,medios
A campaign for period positivity,Ananya Grover,February 2020,1800000,54000,https://ted.com/talks/ananya_grover_a_campaign_for_period_positivity,medios
The dangers of a noisy ocean — and how we can quiet it down,Nicola Jones,July 2019,1500000,45000,https://ted.com/talks/nicola_jones_the_dangers_of_a_noisy_ocean_and_how_we_can_quiet_it_down,medios
The meaning of life according to Simone de Beauvoir,Iseult Gillespie,March 2020,1300000,41000,https://ted.com/talks/iseult_gillespie_the_meaning_of_life_according_to_simone_de_beauvoir,medios
What happens when a Silicon Valley technologist works for the government,Matt Cutts,April 2019,1400000,44000,https://ted.com/talks/matt_cutts_what_happens_when_a_silicon_valley_technologist_works_for_the_government,medios
The gender-fluid history of the Philippines,France Villarta,February 2020,1900000,58000,https://ted.com/talks/france_villarta_the_gender_fluid_history_of_the_philippines,medios
How women are revolutionizing Rwanda,Agnes Binagwaho,December 2019,1600000,49000,https://ted.com/talks/agnes_binagwaho_how_women_are_revolutionizing_rwanda,medios
How a miniaturized atomic clock could revolutionize space exploration,Jill Seubert,May 2019,2000000,60000,https://ted.com/talks/jill_seubert_how_a_miniaturized_atomic_clock_could_revolutionize_space_exploration,medios
Can you solve the death race riddle?,Alex Gendler,March 2020,1400000,42000,https://ted.com/talks/alex_gendler_can_you_solve_the_death_race_riddle,medios
The Egyptian myth of Isis and the seven scorpions,Alex Gendler,March 2020,2000000,60000,https://ted.com/talks/alex_gendler_the_egyptian_myth_of_isis_and_the_seven_scorpions,medios
How bumble bees inspired a network of tiny museums,Amanda Schochet,November 2019,1900000,59000,https://ted.com/talks/amanda_schochet_how_bumble_bees_inspired_a_network_of_tiny_museums,medios
3 ways to uproot a culture of corruption,Wanjira Mathai,September 2019,2100000,64000,https://ted.com/talks/wanjira_mathai_3_ways_to_uproot_a_culture_of_corruption,medios
Why do people fear the wrong things?,Gerd Gigerenzer,February 2020,830000,24000,https://ted.com/talks/gerd_gigerenzer_why_do_people_fear_the_wrong_things,medios
Management lessons from Chinese business and philosophy,Fang Ruan,September 2019,2100000,64000,https://ted.com/talks/fang_ruan_management_lessons_from_chinese_business_and_philosophy,medios
"Vultures: The acid-puking, plague-busting heroes of the ecosystem",Kenny Coogan,February 2020,1200000,36000,https://ted.com/talks/kenny_coogan_vultures_the_acid_puking_plague_busting_heroes_of_the_ecosystem,medios
What if a single human right could change the world?,Kristen Wenz,September 2019,2100000,64000,https://ted.com/talks/kristen_wenz_what_if_a_single_human_right_could_change_the_world,medios
The real story of the Black Panther Party,Curtis Austin,March 2016,1200000,36000,https://ted.com/talks/curtis_austin_the_real_story_of_the_black_panther_party,medios
"The beautiful, hard work of co-parenting",Joel Leon,December 2019,1500000,47000,https://ted.com/talks/joel_leon_the_beautiful_hard_work_of_co_parenting,medios
A brief tour of the last 4 billion years (dinosaurs not included),Lauren Sallan,July 2019,1600000,48000,https://ted.com/talks/lauren_sallan_a_brief_tour_of_the_last_4_billion_years_dinosaurs_not_included,medios
For the love of fangirls,Yve Blake,May 2019,1300000,41000,https://ted.com/talks/yve_blake_for_the_love_of_fangirls,medios
Why 1.5 billion people eat with chopsticks,Jennifer 8. Lee,January 2020,1900000,59000,https://ted.com/talks/jennifer_8_lee_why_1_5_billion_people_eat_with_chopsticks,medios
What a nun can teach a scientist about ecology,Victoria Gill,November 2019,1600000,50000,https://ted.com/talks/victoria_gill_what_a_nun_can_teach_a_scientist_about_ecology,medios
Epic Engineering: Building the Brooklyn Bridge ,Alex Gendler,February 2020,1200000,36000,https://ted.com/talks/alex_gendler_epic_engineering_building_the_brooklyn_bridge,medios
The accident that changed the world,Allison Ramsey and Mary Staicu,February 2020,1000000,31000,https://ted.com/talks/allison_ramsey_and_mary_staicu_the_accident_that_changed_the_world,medios
How to know if it's time to change careers	,Chieh Huang,February 2020,764000,22000,https://ted.com/talks/chieh_huang_how_to_know_if_it_s_time_to_change_careers,medios
The secret to giving great feedback,LeeAnn Renninger,January 2020,1400000,43000,https://ted.com/talks/leeann_renninger_the_secret_to_giving_great_feedback,medios
How to embrace emotions at work,Liz Fosslien,January 2020,809000,24000,https://ted.com/talks/liz_fosslien_how_to_embrace_emotions_at_work,medios
How to make faster decisions,Patrick McGinnis,December 2019,1000000,32000,https://ted.com/talks/patrick_mcginnis_how_to_make_faster_decisions,medios
Everything changed when the fire crystal got stolen,Alex Gendler,February 2020,1800000,56000,https://ted.com/talks/alex_gendler_everything_changed_when_the_fire_crystal_got_stolen,medios
"A new type of medicine, custom-made with tiny proteins",Christopher Bahl,April 2019,1800000,55000,https://ted.com/talks/christopher_bahl_a_new_type_of_medicine_custom_made_with_tiny_proteins,medios
How bones make blood,Melody Smith,January 2020,791000,23000,https://ted.com/talks/melody_smith_how_bones_make_blood,medios
What ocean microbes reveal about the changing climate,Angelicque White,November 2019,1900000,57000,https://ted.com/talks/angelicque_white_what_ocean_microbes_reveal_about_the_changing_climate,medios
Why is cotton in everything?,Michael R. Stiff,January 2020,2000000,62000,https://ted.com/talks/michael_r_stiff_why_is_cotton_in_everything,medios
Does photographing a moment steal the experience from you?,Erin Sullivan,November 2019,1600000,48000,https://ted.com/talks/erin_sullivan_does_photographing_a_moment_steal_the_experience_from_you,medios
A personal health coach for those living with chronic diseases,Priscilla Pemu,May 2019,2100000,64000,https://ted.com/talks/priscilla_pemu_a_personal_health_coach_for_those_living_with_chronic_diseases,medios
What was so special about Viking ships?,Jan Bill,January 2020,955000,28000,https://ted.com/talks/jan_bill_what_was_so_special_about_viking_ships,medios
A path to security for the world's deadliest countries,Rachel Kleinfeld,July 2019,1300000,39000,https://ted.com/talks/rachel_kleinfeld_a_path_to_security_for_the_world_s_deadliest_countries,medios
How supply chain transparency can help the planet,Markus Mutz,September 2019,1900000,59000,https://ted.com/talks/markus_mutz_how_supply_chain_transparency_can_help_the_planet,medios
How guest worker visas could transform the US immigration system,David J. Bier,September 2019,1900000,59000,https://ted.com/talks/david_j_bier_how_guest_worker_visas_could_transform_the_us_immigration_system,medios
The search for dark matter — and what we've found so far,Risa Wechsler,November 2019,904000,27000,https://ted.com/talks/risa_wechsler_the_search_for_dark_matter_and_what_we_ve_found_so_far,medios
"To challenge the status quo, find a ""co-conspirator""",Ipsita Dasgupta,September 2019,1500000,45000,https://ted.com/talks/ipsita_dasgupta_to_challenge_the_status_quo_find_a_co_conspirator,medios
Dangerous times call for dangerous women,Pat Mitchell,December 2019,2000000,62000,https://ted.com/talks/pat_mitchell_dangerous_times_call_for_dangerous_women,medios
The philosophy of cynicism,William D. Desmond,December 2019,2000000,60000,https://ted.com/talks/william_d_desmond_the_philosophy_of_cynicism,medios
"To help solve global problems, look to developing countries",Bright Simons,September 2019,1700000,51000,https://ted.com/talks/bright_simons_to_help_solve_global_problems_look_to_developing_countries,medios
The paradox of efficiency,Edward Tenner,April 2019,2000000,62000,https://ted.com/talks/edward_tenner_the_paradox_of_efficiency,medios
Why I protest for climate justice,Jane Fonda,December 2019,1900000,57000,https://ted.com/talks/jane_fonda_why_i_protest_for_climate_justice,medios
The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,November 2019,2000000,61000,https://ted.com/talks/kelsey_johnson_the_problem_of_light_pollution_and_5_ridiculously_easy_ways_to_fix_it,medios
How I'm using biological data to tell better stories — and spark social change,Heidi Boisvert,May 2019,2000000,60000,https://ted.com/talks/heidi_boisvert_how_i_m_using_biological_data_to_tell_better_stories_and_spark_social_change,medios
How corn conquered the world,Chris A. Kniesly,November 2019,1900000,57000,https://ted.com/talks/chris_a_kniesly_how_corn_conquered_the_world,medios
Can you outsmart this logical fallacy?,Alex Gendler,November 2019,1800000,55000,https://ted.com/talks/alex_gendler_can_you_outsmart_this_logical_fallacy,medios
3 questions we should ask about nuclear weapons,Emma Belcher,March 2019,1900000,59000,https://ted.com/talks/emma_belcher_3_questions_we_should_ask_about_nuclear_weapons,medios
Como hablar con otros que piensan distinto,Guadalupe Nogués,October 2019,1500000,46000,https://ted.com/talks/guadalupe_nogues_como_hablar_con_otros_que_piensan_distinto,medios
The myth of Loki and the master builder,Alex Gendler,November 2019,2100000,63000,https://ted.com/talks/alex_gendler_the_myth_of_loki_and_the_master_builder,medios
What's really happening at the US-Mexico border — and how we can do better,Erika Pinheiro,September 2019,2100000,64000,https://ted.com/talks/erika_pinheiro_what_s_really_happening_at_the_us_mexico_border_and_how_we_can_do_better,medios
Why do humans have a third eyelid?,Dorsa Amir,November 2019,1800000,54000,https://ted.com/talks/dorsa_amir_why_do_humans_have_a_third_eyelid,medios
Hope and justice for women who've survived ISIS,Rabiaa El Garani,November 2018,1700000,53000,https://ted.com/talks/rabiaa_el_garani_hope_and_justice_for_women_who_ve_survived_isis,medios
A historical musical that examines Black identity in the 1901 World's Fair,Amma Y. Ghartey-Tagoe Kootin,April 2019,2100000,63000,https://ted.com/talks/amma_y_ghartey_tagoe_kootin_a_historical_musical_that_examines_black_identity_in_the_1901_world_s_fair,medios
 What obligation do social media platforms have to the greater good?,Eli Pariser,July 2019,2000000,61000,https://ted.com/talks/eli_pariser_what_obligation_do_social_media_platforms_have_to_the_greater_good,medios
Our immigration conversation is broken — here's how to have a better one,Paul A. Kramer,September 2019,2000000,62000,https://ted.com/talks/paul_a_kramer_our_immigration_conversation_is_broken_here_s_how_to_have_a_better_one,medios
Game theory challenge: Can you predict human behavior?,Lucas Husted,November 2019,1300000,41000,https://ted.com/talks/lucas_husted_game_theory_challenge_can_you_predict_human_behavior,medios
The Taino myth of the cursed creator,Bill Keegan,November 2019,1200000,36000,https://ted.com/talks/bill_keegan_the_taino_myth_of_the_cursed_creator,medios
The business case for working with your toughest critics,Bob Langert,July 2019,1500000,46000,https://ted.com/talks/bob_langert_the_business_case_for_working_with_your_toughest_critics,medios
What productive conflict can offer a workplace,Jess Kutch,April 2019,2100000,63000,https://ted.com/talks/jess_kutch_what_productive_conflict_can_offer_a_workplace,medios
Lessons from fungi on markets and economics,Toby Kiers,September 2019,1900000,58000,https://ted.com/talks/toby_kiers_lessons_from_fungi_on_markets_and_economics,medios
"The price of a ""clean"" internet",Hans Block and Moritz Riesewieck,November 2018,2000000,61000,https://ted.com/talks/hans_block_and_moritz_riesewieck_the_price_of_a_clean_internet,medios
The medical potential of AI and metabolites,Leila Pirhaji,April 2019,1900000,58000,https://ted.com/talks/leila_pirhaji_the_medical_potential_of_ai_and_metabolites,medios
"How to bring affordable, sustainable electricity to Africa",Rose M. Mutiso,July 2019,2000000,61000,https://ted.com/talks/rose_m_mutiso_how_to_bring_affordable_sustainable_electricity_to_africa,medios
How you can help transform the internet into a place of trust,Claire Wardle,April 2019,2000000,61000,https://ted.com/talks/claire_wardle_how_you_can_help_transform_the_internet_into_a_place_of_trust,medios
The link between fishing cats and mangrove forest conservation,Ashwin Naidu,April 2019,1800000,54000,https://ted.com/talks/ashwin_naidu_the_link_between_fishing_cats_and_mangrove_forest_conservation,medios
The pride and power of representation in film,Jon M. Chu,April 2019,2000000,60000,https://ted.com/talks/jon_m_chu_the_pride_and_power_of_representation_in_film,medios
How motivation can fix public systems,Abhishek Gopalka,September 2019,2000000,61000,https://ted.com/talks/abhishek_gopalka_how_motivation_can_fix_public_systems,medios
Fashion that celebrates all body types — boldly and unapologetically,Becca McCharen-Tran,June 2019,1900000,59000,https://ted.com/talks/becca_mccharen_tran_fashion_that_celebrates_all_body_types_boldly_and_unapologetically,medios
The Maya myth of the morning star,TED-Ed,October 2019,1100000,34000,https://ted.com/talks/ted_ed_the_maya_myth_of_the_morning_star,medios
How a handful of fishing villages sparked a marine conservation revolution,Alasdair Harris,September 2019,2000000,61000,https://ted.com/talks/alasdair_harris_how_a_handful_of_fishing_villages_sparked_a_marine_conservation_revolution,medios
A circular economy for salt that keeps rivers clean,Tina Arrowood,September 2019,1800000,55000,https://ted.com/talks/tina_arrowood_a_circular_economy_for_salt_that_keeps_rivers_clean,medios
What causes an economic recession? ,Richard Coffin,October 2019,1400000,42000,https://ted.com/talks/richard_coffin_what_causes_an_economic_recession,medios
The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,September 2019,2000000,62000,https://ted.com/talks/luis_h_zayas_the_psychological_impact_of_child_separation_at_the_us_mexico_border,medios
An app that helps incarcerated people stay connected to their families,Marcus Bullock,June 2019,1800000,55000,https://ted.com/talks/marcus_bullock_an_app_that_helps_incarcerated_people_stay_connected_to_their_families,medios
How we can eliminate child sexual abuse material from the internet,Julie Cordua,April 2019,1800000,54000,https://ted.com/talks/julie_cordua_how_we_can_eliminate_child_sexual_abuse_material_from_the_internet,medios
"Why should you read Dante's ""Divine Comedy""?",Sheila Marie Orfano,October 2019,1300000,41000,https://ted.com/talks/sheila_marie_orfano_why_should_you_read_dante_s_divine_comedy,medios
How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,July 2019,1700000,53000,https://ted.com/talks/laura_boykin_how_we_re_using_dna_tech_to_help_farmers_fight_crop_diseases,medios
A personal plea for humanity at the US-Mexico border,Juan Enriquez,September 2019,2000000,60000,https://ted.com/talks/juan_enriquez_a_personal_plea_for_humanity_at_the_us_mexico_border,medios
Are we living in a simulation?,Zohreh Davoudi,October 2019,1200000,37000,https://ted.com/talks/zohreh_davoudi_are_we_living_in_a_simulation,medios
How we're helping local reporters turn important stories into national news,Gangadhar Patil,April 2019,1600000,49000,https://ted.com/talks/gangadhar_patil_how_we_re_helping_local_reporters_turn_important_stories_into_national_news,medios
The transformative power of video games,Herman Narula,April 2019,1800000,56000,https://ted.com/talks/herman_narula_the_transformative_power_of_video_games,medios
The three secrets of resilient people,Lucy Hone,August 2019,1700000,52000,https://ted.com/talks/lucy_hone_the_three_secrets_of_resilient_people,medios
Reducing corruption takes a specific kind of investment,Efosa Ojomo,June 2019,2100000,63000,https://ted.com/talks/efosa_ojomo_reducing_corruption_takes_a_specific_kind_of_investment,medios
Why language is humanity's greatest invention,David Peterson,March 2019,1600000,48000,https://ted.com/talks/david_peterson_why_language_is_humanity_s_greatest_invention,medios
What the US health care system assumes about you,Mitchell Katz,November 2018,1400000,43000,https://ted.com/talks/mitchell_katz_what_the_us_health_care_system_assumes_about_you,medios
Ugly History: Japanese American incarceration camps,Densho,October 2019,1000000,32000,https://ted.com/talks/densho_ugly_history_japanese_american_incarceration_camps,medios
How community-led conservation can save wildlife,Moreangels Mbizah,April 2019,1900000,58000,https://ted.com/talks/moreangels_mbizah_how_community_led_conservation_can_save_wildlife,medios
Why you should shop at your local farmers market,Mohammad Modarres,May 2019,1900000,58000,https://ted.com/talks/mohammad_modarres_why_you_should_shop_at_your_local_farmers_market,medios
"The Prison Break | Think Like A Coder, Ep 1",Alex Rosenthal,September 2019,1400000,42000,https://ted.com/talks/alex_rosenthal_the_prison_break_think_like_a_coder_ep_1,medios
A wall won't solve America's border problems,Will Hurd,September 2019,1800000,56000,https://ted.com/talks/will_hurd_a_wall_won_t_solve_america_s_border_problems,medios
How we're building the world's largest family tree,Yaniv Erlich,November 2018,1900000,58000,https://ted.com/talks/yaniv_erlich_how_we_re_building_the_world_s_largest_family_tree,medios
The myth of the Sampo— an infinite source of fortune and greed,Hanna-Ilona Härmävaara,September 2019,1700000,51000,https://ted.com/talks/hanna_ilona_harmavaara_the_myth_of_the_sampo_an_infinite_source_of_fortune_and_greed,medios
A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,April 2019,1700000,53000,https://ted.com/talks/safeena_husain_a_bold_plan_to_empower_1_6_million_out_of_school_girls_in_india,medios
How we use astrophysics to study earthbound problems,Federica Bianco,April 2019,1900000,57000,https://ted.com/talks/federica_bianco_how_we_use_astrophysics_to_study_earthbound_problems,medios
A day in the life of a Celtic Druid,Philip Freeman,September 2019,1400000,42000,https://ted.com/talks/philip_freeman_a_day_in_the_life_of_a_celtic_druid,medios
Community-powered criminal justice reform,Raj Jayadev,March 2018,1600000,50000,https://ted.com/talks/raj_jayadev_community_powered_criminal_justice_reform,medios
"A ""living drug"" that could change the way we treat cancer",Carl June,November 2018,1900000,58000,https://ted.com/talks/carl_june_a_living_drug_that_could_change_the_way_we_treat_cancer,medios
The secret student resistance to Hitler ,Iseult Gillespie,September 2019,1400000,42000,https://ted.com/talks/iseult_gillespie_the_secret_student_resistance_to_hitler,medios
What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,July 2019,1900000,58000,https://ted.com/talks/jochen_wegner_what_happened_when_we_paired_up_thousands_of_strangers_to_talk_politics,medios
A climate change solution that's right under our feet,Asmeret Asefaw Berhe,April 2019,2000000,60000,https://ted.com/talks/asmeret_asefaw_berhe_a_climate_change_solution_that_s_right_under_our_feet,medios
Emergency medicine for our climate fever,Kelly Wanser,July 2019,1900000,57000,https://ted.com/talks/kelly_wanser_emergency_medicine_for_our_climate_fever,medios
The myth of Jason and the Argonauts ,Iseult Gillespie,August 2019,1600000,50000,https://ted.com/talks/iseult_gillespie_the_myth_of_jason_and_the_argonauts,medios
The mysterious origins of life on Earth,Luka Seamus Wright,August 2019,842000,25000,https://ted.com/talks/luka_seamus_wright_the_mysterious_origins_of_life_on_earth,medios
A Holocaust survivor's blueprint for happiness,Eddie Jaku,May 2019,1100000,34000,https://ted.com/talks/eddie_jaku_a_holocaust_survivor_s_blueprint_for_happiness,medios
"Family, hope and resilience on the migrant trail",Jon Lowenstein,July 2019,2000000,61000,https://ted.com/talks/jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail,medios
"Why should you read ""Kafka on the Shore""?",Iseult Gillespie,August 2019,1400000,42000,https://ted.com/talks/iseult_gillespie_why_should_you_read_kafka_on_the_shore,medios
When do kids start to care about other people's opinions? ,Sara Valencia Botto,March 2019,793000,23000,https://ted.com/talks/sara_valencia_botto_when_do_kids_start_to_care_about_other_people_s_opinions,medios
Can you solve the multiverse rescue mission riddle?,Daniel Finkel,August 2019,1300000,39000,https://ted.com/talks/daniel_finkel_can_you_solve_the_multiverse_rescue_mission_riddle,medios
How do viruses jump from animals to humans?,Ben Longdon,August 2019,1600000,48000,https://ted.com/talks/ben_longdon_how_do_viruses_jump_from_animals_to_humans,medios
From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,August 2019,1100000,34000,https://ted.com/talks/shrabani_basu_from_pacifist_to_spy_wwii_s_surprising_secret_agent,medios
How turtle shells evolved... twice,Judy Cebra-Thomas,July 2019,817000,24000,https://ted.com/talks/judy_cebra_thomas_how_turtle_shells_evolved_twice,medios
The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,August 2019,1400000,43000,https://ted.com/talks/soraya_field_fiorio_the_murder_of_ancient_alexandria_s_greatest_scholar,medios
What's at the bottom of the ocean — and how we're getting there,Victor Vescovo,April 2019,955000,28000,https://ted.com/talks/victor_vescovo_what_s_at_the_bottom_of_the_ocean_and_how_we_re_getting_there,medios
How policewomen make communities safer,Ivonne Roman,April 2019,1900000,58000,https://ted.com/talks/ivonne_roman_how_policewomen_make_communities_safer,medios
"An urgent call to protect the world's ""Third Pole""",Tshering Tobgay,July 2019,2000000,62000,https://ted.com/talks/tshering_tobgay_an_urgent_call_to_protect_the_world_s_third_pole,medios
The architectural wonder of impermanent cities,Rahul Mehrotra,April 2019,1900000,58000,https://ted.com/talks/rahul_mehrotra_the_architectural_wonder_of_impermanent_cities,medios
"How we can improve maternal healthcare — before, during and after pregnancy",Elizabeth Howell,November 2018,1900000,59000,https://ted.com/talks/elizabeth_howell_how_we_can_improve_maternal_healthcare_before_during_and_after_pregnancy,medios
The fundamental right to seek asylum,Melanie Nezer,March 2019,1900000,58000,https://ted.com/talks/melanie_nezer_the_fundamental_right_to_seek_asylum,medios
Can you solve the dark matter fuel riddle?,Daniel Finkel,July 2019,1100000,34000,https://ted.com/talks/daniel_finkel_can_you_solve_the_dark_matter_fuel_riddle,medios
"Mentalism, mind reading and the art of getting inside your head",Derren Brown,April 2019,1900000,58000,https://ted.com/talks/derren_brown_mentalism_mind_reading_and_the_art_of_getting_inside_your_head,medios
How we're honoring people overlooked by history,Amy Padnani,June 2019,2000000,60000,https://ted.com/talks/amy_padnani_how_we_re_honoring_people_overlooked_by_history,medios
Origami robots that reshape and transform themselves,Jamie Paik,April 2019,786000,23000,https://ted.com/talks/jamie_paik_origami_robots_that_reshape_and_transform_themselves,medios
What is HPV and how can you protect yourself from it?,Emma Bryce,July 2019,725000,21000,https://ted.com/talks/emma_bryce_what_is_hpv_and_how_can_you_protect_yourself_from_it,medios
A vision for the future of Sierra Leone,Julius Maada Bio,April 2019,1800000,55000,https://ted.com/talks/julius_maada_bio_a_vision_for_the_future_of_sierra_leone,medios
The world's first crowdsourced space traffic monitoring system,Moriba Jah,April 2019,1800000,54000,https://ted.com/talks/moriba_jah_the_world_s_first_crowdsourced_space_traffic_monitoring_system,medios
The secret language of trees,Camille Defrenne and Suzanne Simard,July 2019,849000,25000,https://ted.com/talks/camille_defrenne_and_suzanne_simard_the_secret_language_of_trees,medios
What emotions look like in a dog's brain,Gregory Berns,April 2015,2100000,63000,https://ted.com/talks/gregory_berns_what_emotions_look_like_in_a_dog_s_brain,medios
"The next big thing is coming from the Bronx, again",Jon Gray,April 2019,1900000,58000,https://ted.com/talks/jon_gray_the_next_big_thing_is_coming_from_the_bronx_again,medios
What makes TB the world's most infectious killer?,Melvin Sanicas,June 2019,1900000,58000,https://ted.com/talks/melvin_sanicas_what_makes_tb_the_world_s_most_infectious_killer,medios
"Why should you read ""Hamlet""?",Iseult Gillespie,June 2019,1200000,38000,https://ted.com/talks/iseult_gillespie_why_should_you_read_hamlet,medios
How Romans flooded the Colosseum for sea battles,Janelle Peters,June 2019,808000,24000,https://ted.com/talks/janelle_peters_how_romans_flooded_the_colosseum_for_sea_battles,medios
Architectural secrets of the world's ancient wonders,Brandon Clifford,April 2019,765000,22000,https://ted.com/talks/brandon_clifford_architectural_secrets_of_the_world_s_ancient_wonders,medios
How do crystals work?,Graham Baird,June 2019,2100000,63000,https://ted.com/talks/graham_baird_how_do_crystals_work,medios
Your body vs. implants,Kaitlyn Sadtler,June 2019,2100000,64000,https://ted.com/talks/kaitlyn_sadtler_your_body_vs_implants,medios
5 challenges we could solve by designing new proteins,David Baker,April 2019,2100000,63000,https://ted.com/talks/david_baker_5_challenges_we_could_solve_by_designing_new_proteins,medios
"""The Road Not Taken""",Robert Frost,June 2019,1200000,37000,https://ted.com/talks/robert_frost_the_road_not_taken,medios
Ugly History: Witch Hunts,Brian A. Pavlac,June 2019,1700000,53000,https://ted.com/talks/brian_a_pavlac_ugly_history_witch_hunts,medios
How close are we to eradicating HIV?,Philip A. Chan,June 2019,866000,25000,https://ted.com/talks/philip_a_chan_how_close_are_we_to_eradicating_hiv,medios
The mysterious microbes living deep inside the earth — and how they could help humanity,Karen Lloyd,April 2019,2000000,62000,https://ted.com/talks/karen_lloyd_the_mysterious_microbes_living_deep_inside_the_earth_and_how_they_could_help_humanity,medios
An ingenious proposal for scaling up marine protection,The Nature Conservancy,April 2019,1900000,57000,https://ted.com/talks/the_nature_conservancy_an_ingenious_proposal_for_scaling_up_marine_protection,medios
This one weird trick will help you spot clickbait,Jeff Leek and Lucy McGowan,June 2019,778000,23000,https://ted.com/talks/jeff_leek_and_lucy_mcgowan_this_one_weird_trick_will_help_you_spot_clickbait,medios
"Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,April 2019,1200000,36000,https://ted.com/talks/bjarke_ingels_floating_cities_the_lego_house_and_other_architectural_forms_of_the_future,medios
The amazing brains and morphing skin of octopuses and other cephalopods,Roger Hanlon,April 2019,932000,27000,https://ted.com/talks/roger_hanlon_the_amazing_brains_and_morphing_skin_of_octopuses_and_other_cephalopods,medios
